OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Tract,Tract_Area,tract_t,Lat,Long,OBJECTID,Tract_1,ZIP,Population,CIscore,CIscoreP,Ozone,Ozone_Pctl,PM2_5,PM2_5_Pctl,Diesel_PM,Diesel_PM_Pctl,Pesticides,Pesticides_Pctl,Tox_Releases,Tox_Releases_Pctl,Traffic,Traffic_Pctl,Drinking_Water,DrinkingWaterPctl,Lead,Lead_Pctl,Cleanups,Cleanups_Pctl,GroundwaterThreats,GW_Threats_Pctl,Haz_Waste,Haz_Waste_Pctl,Imp_Water_Bodies,ImpWaterBodPctl,Solid_Waste,Solid_Waste_Pctl,Pollution,PollutionScore,Pollution_Pctl,Asthma,Asthma_Pctl,Low_Birth_Weight,LowBirthW_Pctl,Cardiovascular,Cardiovasc_Pctl,Education,Education_Pctl,Ling_Isol,Ling_Isol_Pctl,Poverty,Poverty_Pctl,Unemployment,Unemploy_Pctl,HousBurd,HousBurd_Pctl,PopChar,PopCharScore,PopCharP,Child_10,Pop_10_64,Elderly_65,Hispanic,White,African_American,Native_American,Asian_American,Pacific_Islander,Other_Multiple,County,ApproxLoc,DAC_category,OBJECTID_12,MHI_2019_5YR,Avg_hshld_size,HCD_Low_2021,HCD_Moderate_2021,State_MHI_2019,State_MHI_Percent,Income_Group,DAC_and_or_LIC,Shape__Area,Shape__Length
2280,06,037,536102,06037536102,5361.02,Census Tract 5361.02,G5020,S,2770981,301335,+33.9431242,-118.1690175,6037536102,3072317,6037536102,-450901.173110716,169351.270424709,1559,6037536102,90280,3155,63.73265866,97.35249622,0.04539285,42.56378345,12.03321154,80.17423771,0.619636257,93.45364032,0,0,6664.29655,94.89872468,3311.619175,97.125,712.2054432,78.44386162,68.26972349,76.8115942,62.25,97.53639418,83,95.50058111,5.285,97.98808736,10,82.96934061,17.25,97.2279496,78.37072702,9.569050203,99.91288114,40.75,42.60967099,7.39,93.11008468,14.54,63.72133599,23.1,70.08352316,15.6,78.52212749,28.5,51.40703518,5.8,55.0234253,18.1,54.626109,64.20640396,6.66029097,71.7473525,12.0127,67.2266,20.7607,76.4501,22.599,0.3803,0,0,0.317,0.2536,Los Angeles,South Gate,CalEnviroScreen 4.0 Top 25%,3067,"$58,594",3,"$85,150","$86,400",75235,77.88%,Low,Yes,3072317.15306854,8455.51470830913
2281,06,037,536200,06037536200,5362,Census Tract 5362,G5020,S,2213206,0,+33.9202524,-118.1679058,6037536200,2213208,6037536200,-453375.392069289,169418.01992689,2123,6037536200,90280,7281,57.46073147,94.18809884,0.04435661,37.57311761,12.01769349,79.34038581,0.397889213,84.72930927,0,0,7649.426798,95.91147787,2293.269123,90.6125,383.8182648,40.35219183,87.78818113,95.32451166,3.15,31.74692049,29,78.69832309,2.72,95.34083388,10,82.96934061,7.1,83.48224513,68.46946872,8.360108531,97.69757312,41.9,44.60368893,5.25,58.78881191,14.88,65.49102692,31.9,82.30827639,17.5,82.25740966,32.8,58.34170854,11,89.66684019,21.4,68.54245881,66.25892399,6.87320401,74.74785678,13.7618,76.1159,10.1222,87.4742,7.7874,2.0602,0,1.8816,0.7966,0,Los Angeles,South Gate,CalEnviroScreen 4.0 Top 25%,3068,"$59,449",4,"$94,600","$96,000",75235,79.02%,Low,Yes,2213207.52661896,9838.5658973035
2282,06,037,540000,06037540000,5400,Census Tract 5400,G5020,S,1586855,123460,+33.9220335,-118.1810628,6037540000,1710314,6037540000,-453178.557447262,168140.712387128,2209,6037540000,90262,7139,68.47437602,98.76449823,0.04435661,37.57311761,12.04697253,80.9334163,0.972438957,98.04604854,0,0,7876.333211,96.08652163,3490.191587,97.7625,500.3474474,60.58448857,84.2440019,92.85444234,4.65,41.19074281,4,26.16636228,0.615,75.35407015,10,82.96934061,7,83.27605956,67.58381628,8.251970543,97.3242066,67.6,76.8444666,5.52,65.02437773,18.77,83.51196411,51.7,97.25385978,15.8,78.99580457,48.9,80.55276382,10.1,86.75169183,25.2,80.747782,79.99365827,8.297942371,92.54916793,14.3437,77.0836,8.5726,95.0833,1.3867,2.6334,0,0.6864,0,0.2101,Los Angeles,Lynwood,CalEnviroScreen 4.0 Top 25%,3069,"$59,330",5,"$102,200","$103,700",75235,78.86%,Low,Yes,1710314.06822968,5992.10776398111
2283,06,037,540101,06037540101,5401.01,Census Tract 5401.01,G5020,S,1254586,0,+33.9310520,-118.1901733,6037540101,1254582,6037540101,-452217.347769574,167336.275982269,1558,6037540101,90262,6743,51.25961299,89.19566314,0.04490202,39.98755445,12.03460272,80.31113877,0.589206577,92.66957063,0,0,7227.299925,95.46136534,661.3834977,33.1375,620.7548403,69.73897839,89.9519845,96.72337744,5.85,44.60619634,1.75,11.04100946,0.37,58.26604897,10,82.96934061,2.7,60.11454754,59.46893328,7.261144941,90.20535159,62.82,72.22083749,5.59,66.6410059,17.57,78.83848455,31.8,82.18172615,11.7,67.72228989,27.8,50.23869347,7.9,74.7397189,15.8,42.82636248,68.05426708,7.059439442,77.42057489,14.7412,75.367,9.8917,88.907,2.5063,7.5931,0,0,0.9936,0,Los Angeles,Lynwood,CalEnviroScreen 4.0 Top 25%,3070,"$81,494",5,"$102,200","$103,700",75235,108.32%,Low,Yes,1254582.40516663,5307.67042696929
2284,06,037,540102,06037540102,5401.02,Census Tract 5401.02,G5020,S,1250584,0,+33.9231954,-118.1941847,6037540102,1250586,6037540102,-453095.662118217,166982.028146128,2125,6037540102,90262,6905,53.34406931,91.18759455,0.04435661,37.57311761,12.03711727,80.41070317,0.569115232,92.00995644,0,0,8417.306602,96.42410603,2401.858014,91.625,500.3474474,60.58448857,92.83687228,98.56332703,6.4,46.95782008,3.75,25.08716586,0.4,61.57511582,7,66.73666527,1.15,36.54066438,62.22572033,7.597748093,93.46608587,67.87,77.08125623,4.13,29.66384398,18.84,83.7113659,35.2,85.48468742,12.2,69.22452294,39.2,67.85175879,7.5,71.66840187,20.6,65.18377693,67.68405915,7.021036847,76.87846697,13.8306,78.0594,8.1101,86.5315,1.231,10.6589,1.26,0,0.3186,0,Los Angeles,Lynwood,CalEnviroScreen 4.0 Top 25%,3071,"$60,934",4,"$94,600","$96,000",75235,80.99%,Low,Yes,1250586.37434387,4731.19964772642
2285,06,037,540202,06037540202,5402.02,Census Tract 5402.02,G5020,S,756104,0,+33.9338474,-118.2061463,6037540202,756104,6037540202,-451935.418470777,165853.727283805,1635,6037540202,90262,7116,49.2992729,87.16591024,0.04435661,37.57311761,12.02885778,79.9253267,0.227134752,66.64592408,0,0,7844.763468,96.0740185,786.5496573,43.175,622.3461207,69.78893468,92.87526839,98.58853182,3.75,34.62112729,3.1,22.23144612,0.68,77.61747187,0,0,0.2,9.667812142,50.59009494,6.177040544,71.86060983,56.87,65.22931206,4.86,48.53733641,16.06,71.77218345,49.2,96.11490762,20.6,87.4137231,70.3,97.4120603,9.8,85.48932847,32.4,93.72623574,76.93876418,7.981050561,89.03177005,18.339,72.4845,9.1765,90.2614,4.511,3.0073,0.3232,1.7566,0,0.1405,Los Angeles,Lynwood,CalEnviroScreen 4.0 Top 25%,3072,"$39,707",4,"$94,600","$96,000",75235,52.78%,Low,Yes,756103.761047363,3832.71732449371
2286,06,037,540203,06037540203,5402.03,Census Tract 5402.03,G5020,S,901215,0,+33.9275095,-118.2043890,6037540203,901216,6037540203,-452635.181563957,166029.496082848,1773,6037540203,90262,5807,65.11079078,97.85678265,0.04435661,37.57311761,12.03711727,80.41070317,0.374258041,83.06160548,0,0,8509.839802,96.52413103,2041.041484,87.7125,500.3474474,60.58448857,92.19335188,98.1726528,9.75,60.07838746,5.5,32.37589241,0.375,58.80873594,7,66.73666527,0,0,59.86991196,7.310104358,90.65339141,67.87,77.08125623,7.17,91.39081345,18.84,83.7113659,42.6,91.88812959,17.5,82.25740966,59.2,91.13065327,8.3,77.09526288,34.8,95.96958175,85.86467631,8.906957765,97.21381745,14.4309,80.8507,4.7184,88.445,0.9644,8.8858,0.6888,0.4994,0,0.5166,Los Angeles,Lynwood,CalEnviroScreen 4.0 Top 25%,3073,"$48,663",4,"$94,600","$96,000",75235,64.68%,Low,Yes,901215.766708374,3998.05648501997
2287,06,037,551700,06037551700,5517,Census Tract 5517,G5020,S,1297125,0,+33.9172388,-118.1474330,6037551700,1297129,6037551700,-453672.784325805,171317.477609585,2106,6037551700,90242,6262,42.96581244,79.43772063,0.04490202,39.98755445,11.97632268,77.21219664,0.363135466,82.16552582,0,0,6617.290202,94.8612153,1947.121716,86.2,435.8261455,50.93043587,77.37929428,86.90611216,0.25,4.124673386,4.75,28.07570978,0.365,57.61747187,7,66.73666527,0,0,53.62555471,6.547669578,79.43995022,50.47,57.17846461,4.67,43.08442392,20.48,88.99551346,24,71.32371552,10.3,63.03965354,37.4,65.27638191,4.8,41.8401874,23.5,75.67807351,63.25886818,6.562000713,70.46142209,11.6097,77.3714,11.0188,79.5752,10.5877,3.1779,0,3.4174,0.9741,2.2676,Los Angeles,Downey,CalEnviroScreen 4.0 Top 25%,3074,"$74,231",4,"$94,600","$96,000",75235,98.67%,Low,Yes,1297128.94050598,4830.4989690587
2288,06,037,551800,06037551800,5518,Census Tract 5518,G5020,S,2200112,28087,+33.9131473,-118.1275755,6037551800,2228194,6037551800,-454078.33901394,173333.171226593,1486,6037551800,90242,7267,45.52418409,82.602118,0.04539285,42.56378345,12.06353217,82.01617922,0.593021582,92.79402614,2.254032043,48.48275862,5702.870077,93.5983996,2251.349792,90.225,338.8898513,33.50818034,77.06932931,86.61625709,4,37.55132512,17.5,64.22048813,0.7,78.39841165,3,33.15833683,0.5,22.08476518,63.17793716,7.714013579,94.33727442,47.51,52.8664008,5.85,72.08108802,19.04,84.37188435,21.9,68.03340926,6.9,48.19326025,14.1,19.88693467,3.3,21.1087975,20,62.82636248,56.89143861,5.901491308,60.7917297,9.2748,81.5742,9.151,70.5105,15.3433,5.9584,0,6.6327,0,1.555,Los Angeles,Downey,CalEnviroScreen 4.0 Top 25%,3075,"$79,132",3,"$85,150","$86,400",75235,105.18%,Low,Yes,2228193.77645874,7177.82192725574
2289,06,037,551900,06037551900,5519,Census Tract 5519,G5020,S,1541019,27579,+33.9105555,-118.1046206,6037551900,1568598,6037551900,-454379.798916979,175297.435702723,2152,6037551900,90650,5203,47.54021779,84.99747857,0.04539285,42.56378345,11.96563578,76.57747355,0.705442291,95.48226509,0.768561592,41,5046.559977,92.52313078,2567.157495,93.2375,503.6300769,60.94667166,56.3819555,60.57971014,6.4,46.95782008,2,14.31180475,0.505,69.58305758,3,33.15833683,0.5,22.08476518,59.31559685,7.242422594,89.91910392,57.55,66.33848455,5.82,71.37541699,22.22,93.76869392,22.4,68.96988104,12.7,70.52375152,25.9,46.18090452,4.6,39.21134826,11.8,22.10392902,63.27941401,6.564131983,70.48663641,11.9931,74.5147,13.4922,65.6929,12.8964,7.0921,0.1922,13.7229,0,0.4036,Los Angeles,Norwalk,CalEnviroScreen 4.0 Top 25%,3076,"$71,512",4,"$94,600","$96,000",75235,95.05%,Low,Yes,1568598.01587677,5278.18350850434
2290,06,037,552100,06037552100,5521,Census Tract 5521,G5020,S,1461862,0,+33.9054717,-118.0880792,6037552100,1461866,6037552100,-454868.652308833,176831.847691585,2151,6037552100,90650,6624,48.03900132,85.51437216,0.04588368,44.97822029,11.90058683,73.15494711,0.133294688,46.79527069,0.007569246,11.51724138,4660.147258,91.71042761,754.7169269,40.85,547.5867592,64.45610091,75.79348755,85.48204159,4,37.55132512,28,77.93458409,0.145,24.71211118,3,33.15833683,0.2,9.667812142,50.44696542,6.159564458,71.54947106,57.55,66.33848455,5.54,65.35796767,22.22,93.76869392,24.4,72.08301696,24.5,91.85275409,44,74.69849246,6.3,60.56741281,23.9,76.86945501,75.18463749,7.79909061,86.85073122,14.8249,68.7953,16.3798,70.4861,9.2693,3.9704,0,15.0211,0,1.253,Los Angeles,Norwalk,CalEnviroScreen 4.0 Top 25%,3077,"$61,314",4,"$94,600","$96,000",75235,81.50%,Low,Yes,1461865.89078522,5345.75932472741
2291,06,037,552200,06037552200,5522,Census Tract 5522,G5020,S,1688956,980,+33.9087246,-118.0731800,6037552200,1689934,6037552200,-454465.720050332,178122.441010353,2150,6037552200,90650,5686,49.13417476,86.91376702,0.04632538,46.9943995,11.91520206,73.81456129,0.505267369,90.11823273,0,0,4308.398682,90.49762441,1647.821466,81.05,646.9989305,71.76220807,68.23683009,76.76118463,0,0,38,85.05728043,0.595,74.07015222,0,0,1,35.71592211,57.23940787,6.988920331,86.57125078,57.55,66.33848455,3.96,25.66076469,22.22,93.76869392,28.5,78.23335864,16.8,80.98524834,47.5,79.13316583,5.4,49.85684539,24.9,79.9112801,67.77331369,7.030295444,77.00453858,17.4288,75.9233,6.6479,81.0236,6.8062,3.7988,0.4749,7.0172,0,0.8794,Los Angeles,Norwalk,CalEnviroScreen 4.0 Top 25%,3078,"$48,077",3,"$85,150","$86,400",75235,63.90%,Low,Yes,1689934.20250702,6803.80444208497
2292,06,067,000500,06067000500,5,Census Tract 5,G5020,S,866054,0,+38.5834331,-121.4823108,6067000500,866047,6067000500,64045.4200386591,-128976.413476756,294,6067000500,95814,3461,43.68857657,80.35804337,0.04588368,44.97822029,9.135244252,39.72619788,0.290482446,75.30802738,0,0,161.4233297,30.64516129,383.0599725,13.05,265.2639198,16.84775821,58.98654968,64.42344045,26.15,86.87943262,41.25,86.70097958,1.16,87.33289212,8,72.15455691,10.25,91.43184422,52.04821416,6.35507661,75.71873055,110.73,94.99002991,5.92,73.50526046,18.95,83.97308076,9.2,38.85092382,7.4,50.5210448,45.1,76.24371859,5.6,52.5247267,12.1,23.80228137,66.27233138,6.874594793,74.78567827,11.8463,79.0812,9.0725,26.0618,53.5394,7.1945,0.9246,3.1783,0.549,8.5524,Sacramento ,Sacramento,CalEnviroScreen 4.0 Top 25%,5148,"$55,341",2,"$58,000","$87,450",75235,73.56%,Low,Yes,866047.390678406,3790.5121369711
2293,06,067,005102,06067005102,51.02,Census Tract 51.02,G5020,S,3095118,0,+38.4891674,-121.3831370,6067005102,3095116,6067005102,53437.6212475876,-120500.767343215,236,6067005102,95828,4654,34.4200772,66.54059506,0.04588368,44.97822029,8.789892181,32.64467953,0.142318737,49.24704418,0,0,92.89446767,22.8432108,770.9806575,42.0625,627.3581912,70.41338829,39.46800524,36.40831758,1,17.07726764,4.5,27.76025237,2.345,93.97749835,4,43.78412432,0,0,37.05638957,4.524577806,34.42439328,91.1,90.04237288,4.88,48.98639979,20.24,88.110668,22.2,68.55226525,13,71.38990391,41.5,71.41959799,12.7,93.71421135,17.1,49.72116603,73.3362879,7.607356681,84.31669188,13.3863,68.1994,18.4143,31.199,27.933,8.3369,0,25.6768,0.2364,6.618,Sacramento ,Florin,CalEnviroScreen 3.0 Disadvantaged Communities Only,5150,"$51,196",3,"$65,250","$98,350",75235,68.05%,Low,Yes,3095115.82840872,7112.25155299079
2294,06,037,600912,06037600912,6009.12,Census Tract 6009.12,G5020,S,1084960,2993,+33.9771678,-118.3411003,6037600912,1087956,6037600912,-447380.018711171,153253.671119752,1779,6037600912,90302,5659,48.9349888,86.63640948,0.0438112,35.15868077,11.91526102,73.8394524,0.112838896,41.15743622,0,0,3454.610107,86.58414604,843.7000887,47.2875,443.831967,53.45322843,90.34044417,96.92501575,1,17.07726764,1.75,11.04100946,0.515,70.16545334,0,0,3.3,64.87972509,47.07801867,5.748216728,62.48911014,85.25,87.8115653,6.33,80.98537336,15.78,70.37637089,37.1,87.370286,14.6,76.32967925,47.7,79.30904523,11.7,91.55387819,28.3,87.4904943,82.06755656,8.51307303,94.54109934,11.4508,80.0848,8.4644,78.6888,4.9479,13.9071,0,0.5478,0,1.9085,Los Angeles,Inglewood,CalEnviroScreen 4.0 Top 25%,3079,"$55,568",4,"$94,600","$96,000",75235,73.86%,Low,Yes,1087956.0919838,4729.79745960113
2295,06,037,601001,06037601001,6010.01,Census Tract 6010.01,G5020,S,884021,0,+33.9643251,-118.3486875,6037601001,884019,6037601001,-448794.916786287,152617.352379626,1777,6037601001,90301,2381,42.3078259,78.45436208,0.04320513,32.1468575,11.94355273,75.32047293,0.181211089,58.44430616,0,0,3831.713257,88.4596149,833.4412194,46.6,443.831967,53.45322843,69.82949617,78.95400126,1.1,17.48786861,3.75,25.08716586,1.22,88.10059563,0,0,2.7,60.11454754,48.83421861,5.962648392,67.39265713,99.47,92.4227318,4.46,37.58018989,19.81,86.82701894,24.3,71.88053657,4.9,36.97388009,27.4,49.30904523,8.6,78.96928683,27.3,85.50063371,68.40166168,7.095475554,77.93746848,13.0197,58.5048,28.4754,33.5993,2.436,60.7308,0,0.714,0,2.5199,Los Angeles,Inglewood,CalEnviroScreen 4.0 Top 25%,3080,"$32,143",2,"$75,700","$76,800",75235,42.72%,Low,Yes,884018.892520905,4347.00601371001
2296,06,037,601100,06037601100,6011,Census Tract 6011,G5020,S,640575,0,+33.9490818,-118.3482313,6037601100,640576,6037601100,-450484.66823145,152688.968974867,1929,6037601100,90301,6869,48.19731771,85.74130106,0.04259906,29.89421282,12.02230894,79.55196017,0.227597615,66.74548849,0.028743596,17.72413793,4911.136637,92.3355839,1003.780257,58.0875,443.831967,53.45322843,76.5329802,86.11216131,0,0,6.25,35.34783331,0.22,38.7028458,0,0,0,0,45.26206803,5.526489516,57.3739888,84.93,87.68693918,6.61,85.16807801,16.96,75.89730808,37,87.25639079,11.8,68.15536608,62.4,93.25376884,9,81.68922436,34.6,95.79214195,84.07341008,8.721145236,96.04135149,16.014,73.1111,10.8749,61.8431,1.9654,28.9853,0.7861,4.8188,0,1.6014,Los Angeles,Inglewood,CalEnviroScreen 4.0 Top 25%,3081,"$34,849",3,"$85,150","$86,400",75235,46.32%,Low,Yes,640575.523429871,3203.65316441043
2297,06,037,601202,06037601202,6012.02,Census Tract 6012.02,G5020,S,654271,0,+33.9490727,-118.3569389,6037601202,654271,6037601202,-450499.653731326,151884.14045303,1776,6037601202,90301,4000,39.70425671,74.52092789,0.04259906,29.89421282,12.04203201,80.68450529,0.129337063,45.66272558,0.177725554,30.27586207,4521.406576,91.29782446,792.1259258,43.6375,443.831967,53.45322843,95.6362925,99.58412098,0,0,4,26.16636228,0.19,31.54202515,0,0,0,0,43.38805746,5.297673198,52.60734287,99.35,92.37288136,4.53,39.51757762,19.79,86.75224327,38.9,89.14198937,19.1,85.24834213,30,54.03266332,7.4,70.90057262,19,58.77059569,72.24986669,7.49465949,83.05597579,12.525,77.4,10.075,86.2,6.65,3.9,0,2.275,0,0.975,Los Angeles,Inglewood,CalEnviroScreen 3.0 Disadvantaged Communities Only,3082,"$67,083",4,"$94,600","$96,000",75235,89.16%,Low,Yes,654270.824260712,3255.83412832253
2298,06,037,601211,06037601211,6012.11,Census Tract 6012.11,G5020,S,579802,0,+33.9623830,-118.3577220,6037601211,579798,6037601211,-449024.797290652,151786.183343779,1836,6037601211,90301,2880,47.01635208,84.51840645,0.0438112,35.15868077,11.91789577,73.9639079,0.32202,78.59365277,0,0,3624.463216,87.37184296,671.2297506,33.825,443.831967,53.45322843,66.85456747,75.18588532,1,17.07726764,8.25,41.42453927,0.955,84.59298478,0,0,4.2,70.90492554,50.72933099,6.194041238,72.10952085,99.47,92.4227318,3.91,24.57018219,19.81,86.82701894,21.7,67.60313845,11.3,66.59899851,51.4,83.41708543,8.7,79.72410203,33.2,94.70215463,73.17453673,7.590577827,84.20322743,16.6667,73.2986,10.0347,53.6458,3.4722,37.3958,0,0.3125,0.9028,4.2708,Los Angeles,Inglewood,CalEnviroScreen 4.0 Top 25%,3083,"$44,934",3,"$85,150","$86,400",75235,59.72%,Low,Yes,579797.784797668,3108.72514213093
2299,06,037,601212,06037601212,6012.12,Census Tract 6012.12,G5020,S,585065,0,+33.9558199,-118.3570019,6037601212,585067,6037601212,-449751.494344428,151865.346610871,1839,6037601212,90301,6774,44.85221916,81.83308119,0.04320513,32.1468575,12.04203201,80.68450529,0.176221695,57.57311761,0,0,3979.28658,89.24731183,496.6503974,20.6625,443.831967,53.45322843,78.19144109,87.66225583,0.5,7.708100037,2.55,16.8686701,0.31,51.72733289,0,0,0.3,12.87514318,41.06443112,5.013958883,45.89919104,99.47,92.4227318,7.32,92.60969977,19.81,86.82701894,31.8,82.18172615,13.8,73.73122209,58.4,90.47738693,10.5,88.07912546,23.2,74.79087452,86.23594193,8.945470078,97.40292486,17.0505,74.1069,8.8426,56.3773,4.163,31.6357,0.1919,1.0334,5.5802,1.0186,Los Angeles,Inglewood,CalEnviroScreen 4.0 Top 25%,3084,"$44,932",3,"$85,150","$86,400",75235,59.72%,Low,Yes,585067.269943237,3085.90682440062
2300,06,111,009100,06111009100,91,Census Tract 91,G5020,S,3739799,0,+34.1929074,-119.1669539,6111009100,3739799,6111009100,-424429.686765533,76771.7669070983,997,6111009100,93030,4870,51.33220963,89.24609178,0.04125212,24.87865588,8.932984875,35.81829496,0.365014643,82.37710019,17.36721337,64.86206897,431.3136597,48.7371843,898.5828065,51.425,663.9866263,72.92369177,66.79558662,75.12287335,11,63.69914147,42.5,87.26548232,1.36,89.3712773,4,43.78412432,0,0,56.95340748,6.95399974,86.14810205,60.29,69.37936191,5.08,54.61893764,14.72,64.69341974,56.6,98.6838775,31.8,96.41358777,70.6,97.56281407,7.9,74.7397189,13.3,29.72116603,71.16073631,7.38168127,81.65658094,16.6735,74.2094,9.117,94.8049,1.3963,1.6838,0,1.0267,0.2259,0.8624,Ventura ,Oxnard,CalEnviroScreen 4.0 Top 25%,7946,"$38,444",5,"$97,600","$128,050",75235,51.10%,Low,Yes,3739799.43958092,9264.60167473159
2301,06,037,601302,06037601302,6013.02,Census Tract 6013.02,G5020,S,1219662,0,+33.9692983,-118.3644406,6037601302,1219660,6037601302,-448268.608939861,151152.051485317,1778,6037601302,90302,7333,57.36756985,94.09984871,0.0438112,35.15868077,11.88139021,72.49533292,0.344368911,80.64716864,0,0,3194.140055,85.5463866,1847.653015,84.7875,443.831967,53.45322843,71.52347297,80.85696282,4.4,38.80179171,22.8,71.94089324,2.18,93.26273991,0,0,5.7,77.96105384,59.87653693,7.310913266,90.67828251,93.18,90.50348953,5.61,67.16705158,18.03,80.72033898,11.9,48.03847127,8.7,56.3134389,43.4,73.89447236,12.9,94.09161895,28,86.79340938,75.64495443,7.846840438,87.50630358,15.7644,77.5944,6.6412,30.3832,10.6505,53.8524,0.0273,3.2592,0,1.8274,Los Angeles,Inglewood,CalEnviroScreen 4.0 Top 25%,3085,"$51,857",3,"$85,150","$86,400",75235,68.93%,Low,Yes,1219659.83024597,5995.17152114272
2302,06,037,601401,06037601401,6014.01,Census Tract 6014.01,G5020,S,1573101,0,+33.9590575,-118.3700611,6037601401,1573098,6037601401,-449413.27557975,150652.208854151,1835,6037601401,90301,5949,64.97231709,97.83156833,0.04320513,32.1468575,11.92992332,74.62352209,0.567515826,91.97261979,0,0,3382.386719,86.27156789,1938.556275,86.0375,443.831967,53.45322843,68.98340375,77.76937618,25.4,86.35684957,80.3,95.31794787,14.625,99.84116479,0,0,2.75,60.52691867,64.65908138,7.894860994,95.59427505,92.39,90.32901296,8.12,96.946369,18.57,82.90129611,21.8,67.78030878,5.2,38.61144945,50.6,82.53768844,7.3,69.9765747,26.7,84.15716096,79.33576458,8.229697412,91.90620272,11.0607,76.7356,12.2037,50.8489,7.4298,33.1652,0.269,4.1183,0,4.1688,Los Angeles,Inglewood,CalEnviroScreen 4.0 Top 25%,3086,"$50,094",3,"$85,150","$86,400",75235,66.58%,Low,Yes,1573098.31269455,5573.82742767876
2303,06,067,000600,06067000600,6,Census Tract 6,G5020,S,406307,0,+38.5854811,-121.4916773,6067000600,406308,6067000600,64285.8219391818,-129787.748911597,293,6067000600,95814,1123,45.67855585,82.8290469,0.04588368,44.97822029,9.124271325,39.51462352,0.464069094,88.28873678,0,0,162.8193309,30.82020505,383.3635569,13.0625,265.2639198,16.84775821,36.06920914,31.92186515,66.15,97.81634938,69.5,94.13913332,0.935,84.19589676,18,97.52204956,3.5,66.68957617,51.4770261,6.285334662,74.12570006,91.75,90.19192423,5.45,63.31793687,21.12,90.95214357,14.6,54.41660339,2.2,17.25537962,54.4,86.50753769,,,23.7,76.34980989,70.05983377,7.267481894,80.23197176,1.87,86.3758,11.7542,27.1594,55.9216,9.6171,0,4.0071,0.1781,3.1167,Sacramento ,Sacramento,CalEnviroScreen 4.0 Top 25%,5151,"$24,918",2,"$58,000","$87,450",75235,33.12%,Low,Yes,406307.922543526,2558.18065806031
2304,06,067,000700,06067000700,7,Census Tract 7,G5020,S,471398,42394,+38.5818714,-121.5016595,6067000700,513793,6067000700,63900.6741564151,-130753.356986189,292,6067000700,95814,2567,59.74269388,95.54967221,0.04588368,44.97822029,9.145303817,39.88799004,0.803226477,96.73926571,0,0,181.649999,32.80820205,1145.513234,66.15,265.2639198,16.84775821,34.93421053,30.51039698,95.1,99.17879806,74.15,94.85306326,1.66,91.3170086,18,97.52204956,0,0,52.85154741,6.45316344,77.77224642,91.75,90.19192423,,,21.12,90.95214357,29,78.92938497,40.1,98.57896874,83.7,99.66080402,,,23.1,74.52471483,89.24775102,9.257892571,98.903177,0,78.1847,21.8153,18.8937,28.282,29.8792,1.5193,16.1667,0,5.2591,Sacramento ,Sacramento,CalEnviroScreen 4.0 Top 25%,5152,"$12,417",1,"$50,750","$76,500",75235,16.50%,Low,Yes,513793.327875137,3244.19848189646
2305,06,067,003600,06067003600,36,Census Tract 36,G5020,S,1269305,0,+38.5327553,-121.4778780,6067003600,1269307,6067003600,58406.7962427666,-128678.551973923,282,6067003600,95820,2767,43.75989139,80.49672214,0.04490202,39.98755445,8.962908865,36.4654636,0.506744325,90.21779714,0,0,128.8906657,26.8192048,1084.559807,63.075,265.2639198,16.84775821,78.97760594,88.39319471,19.75,81.52295633,22,71.09413913,0.335,54.63931171,0,0,0,0,43.96759155,5.368434195,53.9141257,80.73,85.60568295,7.81,95.67616115,16.07,71.83449651,21.5,67.29941787,8.7,56.3134389,45.4,76.70854271,10.1,86.75169183,23.9,76.86945501,78.5803114,8.151332363,91.04891578,13.6249,75.6053,10.7698,47.7051,34.1164,5.2765,0.8674,10.5529,0,1.4817,Sacramento ,Sacramento,CalEnviroScreen 4.0 Top 25%,5154,"$48,277",3,"$65,250","$98,350",75235,64.17%,Low,Yes,1269306.75144291,4979.92830056708
2306,06,037,530400,06037530400,5304,Census Tract 5304,G5020,S,1531307,11013,+34.0382967,-118.1545859,6037530400,1542319,6037530400,-440197.395478899,170377.999935701,1410,6037530400,91754,3744,51.21336817,89.09480585,0.05022962,62.5264468,12.21984068,88.7367766,0.745109641,95.99253267,0,0,2285.413371,81.35783946,1867.627567,85.0625,755.0136023,86.01223929,69.74150893,78.87838689,7,50.31728257,1.5,10.64253694,0.475,67.55790867,0,0,2.6,59.42726231,60.74355951,7.416776551,91.87305538,36.26,35.35643071,8.37,97.72902232,8.91,20.33898305,28.1,77.72715768,22.7,89.93097848,49.7,81.35678392,11.8,91.78813118,21.6,69.15082383,66.56612686,6.905070932,75.17650025,16.8536,66.3996,16.7468,73.2906,0.7479,4.0064,0,21.6346,0,0.3205,Los Angeles,Monterey Park,CalEnviroScreen 4.0 Top 25%,3087,"$41,686",3,"$85,150","$86,400",75235,55.41%,Low,Yes,1542318.61579895,5707.61759298296
