OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Tract,Tract_Area,tract_t,Lat,Long,OBJECTID,Tract_1,ZIP,Population,CIscore,CIscoreP,Ozone,Ozone_Pctl,PM2_5,PM2_5_Pctl,Diesel_PM,Diesel_PM_Pctl,Pesticides,Pesticides_Pctl,Tox_Releases,Tox_Releases_Pctl,Traffic,Traffic_Pctl,Drinking_Water,DrinkingWaterPctl,Lead,Lead_Pctl,Cleanups,Cleanups_Pctl,GroundwaterThreats,GW_Threats_Pctl,Haz_Waste,Haz_Waste_Pctl,Imp_Water_Bodies,ImpWaterBodPctl,Solid_Waste,Solid_Waste_Pctl,Pollution,PollutionScore,Pollution_Pctl,Asthma,Asthma_Pctl,Low_Birth_Weight,LowBirthW_Pctl,Cardiovascular,Cardiovasc_Pctl,Education,Education_Pctl,Ling_Isol,Ling_Isol_Pctl,Poverty,Poverty_Pctl,Unemployment,Unemploy_Pctl,HousBurd,HousBurd_Pctl,PopChar,PopCharScore,PopCharP,Child_10,Pop_10_64,Elderly_65,Hispanic,White,African_American,Native_American,Asian_American,Pacific_Islander,Other_Multiple,County,ApproxLoc,DAC_category,OBJECTID_12,MHI_2019_5YR,Avg_hshld_size,HCD_Low_2021,HCD_Moderate_2021,State_MHI_2019,State_MHI_Percent,Income_Group,DAC_and_or_LIC,Shape__Area,Shape__Length
184,06,067,007007,06067007007,70.07,Census Tract 70.07,G5020,S,3367060,556030,+38.6030000,-121.4817381,6067007007,3923094,6067007007,67051.3130266157,-129164.450481827,256,6067007007,95833,5756,43.16748408,79.74029249,0.04716458,50.54138146,8.886181122,34.85998755,0.086133316,32.13441195,16.79297554,64.55172414,151.2403361,29.38234559,1512.740567,78.3375,265.2639198,16.84775821,68.07032944,76.60995589,2.75,29.43262411,8.9,42.78598705,2.625,95.03639974,12,90.1301974,2.2,54.84536082,52.75412667,6.441268388,77.48599876,82.53,86.77716849,5.49,64.17757249,18.55,82.83898305,18.9,62.85750443,7.3,50.00676682,39.2,67.85175879,3.4,22.56637168,17.8,53.11787072,64.60564792,6.701705546,72.35249622,18.8151,69.6317,11.5532,57.123,18.7804,13.5511,0.278,3.1793,3.7526,3.3356,Sacramento ,Sacramento,CalEnviroScreen 4.0 Top 25%,4990,"$57,297",3,"$65,250","$98,350",75235,76.16%,Low,Yes,3923094.39713287,12976.2788541221
185,06,037,219901,06037219901,2199.01,Census Tract 2199.01,G5020,S,524891,0,+34.0297377,-118.3605226,6037219901,524890,6037219901,-441559.281760612,151398.180198247,1246,6037219901,90016,4150,69.51860539,98.96621281,0.04588368,44.97822029,11.94583615,75.48226509,0.2715211,73.34163037,0.041901739,19.89655172,2082.327657,80.09502376,3054.125252,96.175,787.9403354,92.53153491,84.37067902,92.93005671,3.9,34.82642777,8.05,40.8434335,0.345,55.42025149,7,66.73666527,3.5,66.68957617,65.58694718,8.008153224,96.27878034,99.57,92.48504487,7.53,94.03387221,16.87,75.52342971,46.2,94.3685143,11.7,67.72228989,50.1,81.90954774,6.1,58.35502343,38,97.76932826,83.68619483,8.680978429,95.73877963,13.1807,79.2289,7.5904,70.9157,4.506,21.6386,0,1.4217,0,1.5181,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,1301,"$39,006",3,"$85,150","$86,400",75235,51.85%,Low,Yes,524889.704181671,3071.21776026148
186,06,067,007501,06067007501,75.01,Census Tract 75.01,G5020,S,2630957,0,+38.6686590,-121.3442773,6067007501,2630955,6067007501,73338.8970538887,-116832.593188723,252,6067007501,95841,6866,42.75878103,79.08472012,0.05022962,62.5264468,8.847956236,34.02613566,0.445953988,87.28064717,0,0,65.0604337,20.06751688,2682.766878,93.9875,714.4664847,78.48132884,65.28982753,73.29552615,0.9,11.83277342,13,54.52432343,0.285,47.41230973,6,58.69382612,0,0,48.96964064,5.979183395,67.67890479,112.34,95.15204387,4.62,41.72440339,18.99,84.20987039,10.9,44.93799038,9.2,58.57355528,46.9,78.45477387,6.2,59.38313378,24.8,79.56907478,68.93957242,7.15127438,78.78214826,16.589,70.8127,12.5983,20.9292,55.6656,12.1905,0.1748,3.714,0,7.326,Sacramento ,Foothill Farms,CalEnviroScreen 4.0 Top 25%,4991,"$43,322",3,"$65,250","$98,350",75235,57.58%,Low,Yes,2630955.10390997,7911.23441087212
187,06,039,000900,06039000900,9,Census Tract 9,G5020,S,3824594,0,+36.9589685,-120.0448456,6039000900,3824590,6039000900,-117542.249683864,-3987.61167497331,242,6039000900,93638,11006,66.6326008,98.29803328,0.05846283,78.00871189,12.66649527,92.18419415,0.302139313,76.71437461,0.525070589,38.62068966,7174.775411,95.41135284,1093.14832,63.5875,568.9280345,66.76657924,57.58022123,62.38185255,13,71.63120567,22.5,71.69184792,0.31,51.72733289,0,0,0,0,60.80963034,7.424843786,91.92283759,93.91,90.76520439,5.93,73.7618681,31.2,99.65104686,58.8,99.03821817,35.7,97.76695087,68.6,96.85929648,13.1,94.52108277,14.7,36.6539924,86.51364063,8.974276458,97.59203227,23.0511,73.2691,3.6798,87.9793,3.062,7.6685,0,0.8359,0,0.4543,Madera ,Madera,CalEnviroScreen 4.0 Top 25%,3519,"$36,495",4,"$55,900","$84,850",75235,48.51%,Low,Yes,3824590.3028751,10764.399902634
188,06,037,551401,06037551401,5514.01,Census Tract 5514.01,G5020,S,731877,0,+33.9440174,-118.1560340,6037551401,731876,6037551401,-450718.740036117,170464.431308333,1310,6037551401,90241,4582,47.00712723,84.48058497,0.04588368,44.97822029,12.01107836,78.90479154,0.150067176,51.2632234,0,0,6240.113363,94.3235809,986.5996212,57.0375,580.1203914,67.62832522,73.59970303,83.12539382,3,31.24300112,13.5,55.25485638,1.595,90.91992058,10,82.96934061,5,75.67010309,62.17556772,7.591624468,93.40385812,38.02,37.97357926,6.37,81.70387478,15.58,69.66600199,18.8,62.68033409,6.5,46.00081202,32.2,57.29899497,9.4,83.62831858,13.7,31.73637516,59.69172615,6.191972143,65.17902168,11.7852,77.1934,11.0214,79.1576,9.952,4.1903,0.5456,6.1545,0,0,Los Angeles,Downey,CalEnviroScreen 4.0 Top 25%,1347,"$65,880",3,"$85,150","$86,400",75235,87.57%,Low,Yes,731876.414260864,3583.80748071088
189,06,077,005126,06077005126,51.26,Census Tract 51.26,G5020,S,1343825,0,+37.8193804,-121.2217376,6077005126,1343820,6077005126,-21206.2050863383,-107399.706584313,668,6077005126,95336,3882,39.91305977,74.86132123,0.04863521,56.96328563,10.85185327,53.85189795,0.330005744,79.35283136,66.06402294,74.06896552,573.2826742,54.33858465,826.6378196,46.1375,960.3265482,99.07580867,39.1497041,35.85381222,0,0,0.3,2.108583762,0.025,3.639973527,0,0,0,0,42.02012765,5.13064924,48.59987554,94.36,91.01445663,7.05,90.39004362,22.52,94.2671984,13,50.73399139,6,43.2940858,43.6,74.15829146,13.1,94.52108277,12.9,27.78200253,74.99422851,7.779339009,86.6616238,13.1118,72.6945,14.1937,42.1947,43.3024,3.0654,0.5152,2.7306,1.1334,7.0582,San Joaquin,Manteca,CalEnviroScreen 3.0 Disadvantaged Communities Only,6498,"$50,056",3,"$54,000","$81,000",75235,66.53%,Low,Yes,1343819.72961617,4998.74275177064
190,06,059,086601,06059086601,866.01,Census Tract 866.01,G5020,S,1298903,0,+33.8507453,-117.9330240,6059086601,1298902,6059086601,-460635.834713126,191302.888685613,33,6059086601,92801,9185,51.65006736,89.61169945,0.04756207,51.89794648,12.05664912,81.48102054,0.701522699,95.39514624,0,0,5038.27002,92.49812453,4156.409269,98.9625,621.9046845,69.75146747,82.89845427,91.90926276,8.4,53.88204554,11,49.82566827,5.07,97.82925215,0,0,0,0,61.92708673,7.561284989,93.15494711,45.89,50.32402792,4.82,47.39543238,12.72,52.19341974,38.1,88.39534295,20,86.56110434,45.5,76.8718593,7.2,69.13066111,28.4,87.69328264,65.85070504,6.830858437,74.24357035,15.5906,78.1818,6.2275,81.6766,7.2074,3.2118,0,6.8481,0.2613,0.7948,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,3988,"$60,163",4,"$107,550","$128,050",75235,79.97%,Low,Yes,1298902.42812347,4887.51388824065
191,06,059,086701,06059086701,867.01,Census Tract 867.01,G5020,S,2135794,7387,+33.8509554,-117.9566062,6059086701,2143177,6059086701,-460629.874211944,189120.762523457,114,6059086701,92801,9054,43.8463956,80.61018659,0.04716458,50.54138146,12.03779068,80.46048538,0.757632067,96.21655258,0,0,3877.363444,88.73468367,5066.283241,99.6875,646.5612591,71.749719,76.64288614,86.18777568,10.15,61.49682717,31,80.57446455,0.935,84.19589676,0,0,0.2,9.667812142,63.52717486,7.756655431,94.67330429,49.81,56.29361914,4.57,40.46702592,14.31,62.1884347,24.3,71.88053657,12.6,70.30721343,26.4,47.3241206,4.4,36.4393545,18,54.06844106,54.49347991,5.652745051,56.87090267,11.7738,73.1169,15.1093,52.3084,17.9589,0.6075,0,28.2196,0,0.9057,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,3989,"$82,788",4,"$107,550","$128,050",75235,110.04%,Low,Yes,2143177.00121307,7777.00359478513
192,06,059,086702,06059086702,867.02,Census Tract 867.02,G5020,S,1149696,0,+33.8432690,-117.9482327,6059086702,1149694,6059086702,-461495.360246052,189913.456937453,38,6059086702,92801,8069,62.78125969,96.99949571,0.04716458,50.54138146,12.04309152,80.75917859,0.45052075,87.50466708,0,0,4429.479899,91.01025256,3993.075807,98.6875,471.4107898,57.12501561,75.37420551,85.06616257,37,92.29189996,16,61.54740163,1.62,91.10522833,0,0,1,35.71592211,64.60187662,7.887876304,95.54449284,57.05,65.52841476,7.45,93.50782653,16.49,73.90329013,32.3,82.77651228,17.9,83.11002842,39,67.61306533,6.7,64.51067153,25.3,81.03929024,76.72821202,7.959209458,88.86787695,16.0491,79.4646,4.4863,70.554,13.0004,3.0611,1.5491,9.741,0,2.0944,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,3990,"$66,519",4,"$107,550","$128,050",75235,88.41%,Low,Yes,1149693.67718506,5327.12122243749
193,06,059,086602,06059086602,866.02,Census Tract 866.02,G5020,S,1143900,0,+33.8440428,-117.9331121,6059086602,1143901,6059086602,-461379.16883037,191310.93902775,29,6059086602,92801,6447,40.09818091,75.10085729,0.04716458,50.54138146,12.05012032,81.05787181,0.116719984,42.41443684,0,0,4947.843425,92.37309327,1243.560973,70.35,471.4107898,57.12501561,74.41176039,84.07057341,13.65,72.60171706,10,47.43483314,2.735,95.36730642,0,0,0,0,54.18795481,6.616338519,80.65961419,46.27,50.93469591,4.82,47.39543238,12.73,52.28065803,30.5,80.76436345,11.3,66.59899851,39.9,69.08291457,4.5,37.71473191,24.6,79.06210393,58.42410896,6.060479039,63.09884014,15.2474,76.6558,8.0968,66.9148,17.4345,2.1095,0,11.2766,0,2.2646,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,3991,"$58,125",4,"$107,550","$128,050",75235,77.26%,Low,Yes,1143901.0171051,4874.72680327898
194,06,059,088501,06059088501,885.01,Census Tract 885.01,G5020,S,1305985,0,+33.7743060,-117.9263206,6059088501,1305983,6059088501,-469097.291639258,192108.605949141,84,6059088501,92843,6883,36.00332277,69.1376702,0.04676708,48.45052894,11.94311998,75.29558183,0.270199259,73.06782825,0,0,3703.916626,87.79694924,1812.701209,84.0875,481.1925553,58.26152117,71.58750921,80.94517958,1.75,22.62038074,5.5,32.37589241,0.195,32.03176704,0,0,3.5,66.68957617,52.57326518,6.419185235,77.00062228,45.41,49.4890329,4,26.63587375,14.52,63.57178465,29.5,79.58744622,24.1,91.46027879,34.2,60.45226131,3.5,23.7506507,17.7,52.61089987,54.06893557,5.608706004,56.21533031,15.9523,73.282,10.7657,52.2737,13.4534,0.4068,0.1017,31.3381,0.276,2.1502,Orange ,Garden Grove,CalEnviroScreen 3.0 Disadvantaged Communities Only,3992,"$67,500",4,"$107,550","$128,050",75235,89.72%,Low,Yes,1305983.34369659,5443.63850478486
195,06,059,088802,06059088802,888.02,Census Tract 888.02,G5020,S,1205971,0,+33.7655924,-117.9804279,6059088802,1205970,6059088802,-470171.557824446,187117.379591253,81,6059088802,92844,4984,40.92493026,76.50025214,0.04490202,39.98755445,11.79180227,69.45861854,0.28139086,74.38705663,0.182911586,30.55172414,4454.506795,91.09777444,2837.704776,95.025,480.1637007,57.96178344,60.57570129,66.5910523,0,0,10.75,48.96231114,0.06,8.762409001,0,0,0,0,47.60336167,5.812361005,63.89545737,32.37,29.38683948,7.57,94.35463177,11.69,43.6440678,32.6,83.14350797,25.6,92.90837732,48,79.66080402,5.9,56.19469027,28.5,87.8833967,67.87666747,7.04101659,77.16843167,7.1027,77.2673,15.63,28.6717,13.764,0.0401,0,55.2167,0.0602,2.2472,Orange ,Garden Grove,CalEnviroScreen 4.0 Top 25%,3993,"$59,830",3,"$96,800","$115,250",75235,79.52%,Low,Yes,1205970.10874176,5765.93970010185
196,06,059,099702,06059099702,997.02,Census Tract 997.02,G5020,S,1964677,0,+33.7410637,-117.9853677,6059099702,1964678,6059099702,-472900.690971123,186717.552192283,68,6059099702,92655,7897,40.10506294,75.11346445,0.04435661,37.57311761,11.55298513,62.21530803,0.220197534,65.52582452,4.646211189,53.79310345,4370.143311,90.77269317,1800.620427,83.825,363.6298625,37.34232547,62.75338228,69.56521739,3,31.24300112,10,47.43483314,0.355,56.69093316,0,0,1.2,37.57159221,53.24707311,6.50145705,78.70566273,32.72,29.86041874,6.07,76.63587375,9.21,22.81904287,22.1,68.41305998,26.6,93.5985925,32.7,58.22864322,9,81.68922436,24,77.21166033,59.46667393,6.168626913,64.80080686,10.7509,72.2046,17.0444,19.9696,23.5153,0.9751,0,54.5017,0,1.0384,Orange ,Midway City,CalEnviroScreen 4.0 Top 25%,4059,"$59,375",3,"$96,800","$115,250",75235,78.92%,Low,Yes,1964678.15820313,6491.03721496991
197,06,059,074405,06059074405,744.05,Census Tract 744.05,G5020,S,1057964,0,+33.7522099,-117.8596881,6059074405,1057965,6059074405,-471409.772855584,198335.811893112,76,6059074405,92701,6662,53.71729448,91.45234493,0.04863521,56.96328563,11.93906549,75.07156192,0.627233027,93.80211574,0,0,3671.143351,87.69692423,2553.454825,93.1,409.3622548,46.48432621,74.1340559,83.67989918,47,95.3154162,0.3,2.108583762,1.1,86.41958968,0,0,6.2,80.2978236,62.34260362,7.61201952,93.57809583,53.58,60.91724826,5.83,71.64485502,12.94,53.38983051,39.7,89.72412048,18.6,84.54459331,67.5,96.33165829,3.4,22.56637168,24,77.21166033,68.02982937,7.056904458,77.40796773,20.0841,72.4107,7.5053,89.2074,7.175,0.8856,0,1.9664,0.1201,0.6455,Orange ,Santa Ana,CalEnviroScreen 4.0 Top 25%,4060,"$45,778",4,"$107,550","$128,050",75235,60.85%,Low,Yes,1057965.03617096,5393.92521939752
198,06,037,407602,06037407602,4076.02,Census Tract 4076.02,G5020,S,933776,841,+34.0323937,-117.9468466,6037407602,934618,6037407602,-440672.452859844,189788.851879201,1277,6037407602,91744,3993,47.3154804,84.80837115,0.05462941,71.66148102,12.12966122,86.24766646,0.220573084,65.60049782,0,0,2236.516337,81.14528632,893.3940799,50.975,743.4844451,84.75084301,81.06029745,90.24574669,6,46.0806271,8,40.7604184,0.22,38.7028458,2,23.87652247,0.2,9.667812142,54.8247585,6.694092124,81.99128811,73.09,80.72033898,4.53,39.51757762,18.24,81.64257228,30.3,80.57453809,7.9,52.88943023,41.6,71.54522613,9,81.68922436,18.9,58.22560203,68.13915023,7.068244584,77.55925366,7.4631,78.5625,13.9745,80.1152,2.3792,2.4042,0.6762,12.0962,1.3273,1.0018,Los Angeles,La Puente,CalEnviroScreen 4.0 Top 25%,1509,"$68,346",4,"$94,600","$96,000",75235,90.84%,Low,Yes,934618.468070984,4110.91344918054
199,06,059,074901,06059074901,749.01,Census Tract 749.01,G5020,S,1010604,0,+33.7432715,-117.8789080,6059074901,1010600,6059074901,-472440.738684333,196577.234285584,88,6059074901,92703,9933,49.87920209,87.73323248,0.0482775,55.38270068,11.92523796,74.34971998,0.119411823,43.27317984,0,0,3738.146647,88.0220055,1053.720973,61.3625,409.3622548,46.48432621,87.83588417,95.37492124,18,79.69391564,5,30.88162045,1.38,89.50363997,0,0,0.1,2.520045819,52.19406091,6.37288447,76.01742377,55.36,63.21036889,5.49,64.17757249,14.37,62.5997009,63.6,99.64565933,31.2,96.11584788,62.3,93.17839196,8.8,80.38781884,21.4,68.54245881,75.45162473,7.826785864,87.21633888,19.1382,73.1602,7.7016,94.9361,1.1578,0,0.1007,3.5739,0.2316,0,Orange ,Santa Ana,CalEnviroScreen 4.0 Top 25%,4061,"$50,658",5,"$116,200","$138,300",75235,67.33%,Low,Yes,1010599.60214996,4480.13006520969
200,06,037,190201,06037190201,1902.01,Census Tract 1902.01,G5020,S,226852,0,+34.1033578,-118.3297140,6037190201,226852,6037190201,-433344.173285606,154099.053676604,1259,6037190201,90028,2632,48.37377443,86.0186586,0.05067132,63.28562539,11.97058361,76.93839452,0.493261034,89.6204107,0,0,1377.444011,71.1427857,1687.761441,81.75,787.9403354,92.53153491,58.59534199,63.83112791,0,0,16.5,62.37755271,0.36,57.45863666,0,0,0,0,52.91406922,6.460797341,77.90914748,47.74,53.29012961,11.59,99.91018732,11.13,38.87088734,10.1,42.29309036,27.7,94.37000947,52.6,84.9120603,12.1,92.39979178,28.4,87.69328264,72.17869083,7.48727624,82.96772567,2.3936,84.2705,13.3359,37.8419,43.579,8.7386,1.4058,3.6854,0,4.7492,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,1510,"$30,053",2,"$75,700","$76,800",75235,39.95%,Low,Yes,226851.882247925,2118.91257340713
201,06,059,086802,06059086802,868.02,Census Tract 868.02,G5020,S,1846008,0,+33.8453363,-117.9689155,6059086802,1846003,6059086802,-461307.369629141,187994.42396323,74,6059086802,92801,5874,53.90901319,91.56580938,0.04632538,46.9943995,11.99157758,77.71001867,0.332778052,79.60174238,0.003292258,8.310344828,3829.729858,88.42210553,2957.281103,95.6375,471.4107898,57.12501561,60.50127653,66.49023314,19.25,81.18701008,24.75,74.16569816,1.325,89.10655195,0,0,2,52.89805269,63.18143416,7.714440562,94.36216553,57.05,65.52841476,5.02,52.84834488,16.49,73.90329013,22.8,69.64059732,14.3,75.53119502,33.1,58.79396985,6.1,58.35502343,30.2,90.87452471,67.36620599,6.988065144,76.46243066,12.9554,75.0255,12.0191,57.5928,17.8924,2.9282,0,20.5482,0.1362,0.9023,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,4062,"$72,639",4,"$107,550","$128,050",75235,96.55%,Low,Yes,1846003.0018158,6036.35485344285
202,06,059,086803,06059086803,868.03,Census Tract 868.03,G5020,S,1944962,0,+33.8358485,-117.9806013,6059086803,1944964,6059086803,-462382.450092095,186935.37379046,92,6059086803,92801,8751,42.16733757,78.26525466,0.04588368,44.97822029,11.95082272,75.81829496,0.249632772,69.90665837,0.054041931,21.55172414,3927.200114,88.90972743,1071.120645,62.3375,568.9353741,66.77906832,64.89212102,72.67800882,0.7,9.593131766,22.5,71.69184792,0.3,50.13898081,0,0,10.2,91.24856816,56.7581021,6.930152993,85.84940884,47.1,52.21834497,4.63,41.9296895,13.91,59.68344965,19.7,64.2622121,12.4,69.79293544,33.7,59.66080402,5.6,52.5247267,26.6,83.94169835,58.65681835,6.084618566,63.401412,9.7817,74.3229,15.8953,41.5153,26.3856,3.4739,0,26.637,0.5371,1.4513,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,4063,"$63,622",3,"$96,800","$115,250",75235,84.56%,Low,Yes,1944963.63208771,6408.95198716885
203,06,059,088902,06059088902,889.02,Census Tract 889.02,G5020,S,1287852,0,+33.7632139,-117.9463184,6059088902,1287850,6059088902,-470367.363131607,190282.911457923,103,6059088902,92843,5019,41.5934799,77.44578921,0.04588368,44.97822029,11.92795274,74.48662103,0.105349799,38.97946484,0,0,3764.833334,88.09702426,2664.329718,93.85,481.1925553,58.26152117,74.72744838,84.39823566,0.7,9.593131766,0,0,0.37,58.26604897,0,0,0.2,9.667812142,45.42272346,5.546105513,57.82202862,56.43,64.66849452,6.73,87.01565307,17.07,76.52043868,31.8,82.18172615,27.8,94.424144,35,61.75879397,3.1,18.31077564,27.5,85.95690748,72.29733243,7.49958323,83.16944024,10.3009,74.9153,14.7838,32.0582,4.0247,0.1992,1.4943,61.6657,0,0.5579,Orange ,Garden Grove,CalEnviroScreen 4.0 Top 25%,4064,"$67,875",4,"$107,550","$128,050",75235,90.22%,Low,Yes,1287849.75502777,4810.4251865167
204,06,037,188100,06037188100,1881,Census Tract 1881,G5020,S,2097116,16592,+34.1366071,-118.2703438,6037188100,2113705,6037188100,-429574.689463846,159437.053346821,2279,6037188100,90039,3918,45.50655764,82.57690368,0.0534139,69.43372744,11.89731689,73.04293715,0.630163476,93.8892346,0,0,1792.341044,76.90672668,3049.219419,96.1375,728.6103726,83.189709,59.83117729,65.51984877,73,98.43225084,65.5,93.44180641,3.795,97.04831238,6,58.69382612,25,99.24398625,76.30065244,9.316294507,99.75108899,45.8,50.18693918,4.33,34.38542469,9.99,29.88534397,18.5,62.22475323,15.5,78.37325754,27.8,50.23869347,1.7,4.229567933,27.1,85.05703422,47.08861528,4.88461991,45.83963691,7.9377,81.6233,10.439,56.6871,27.4885,1.4803,0,7.9632,0,6.3808,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,1511,"$62,500",2,"$75,700","$76,800",75235,83.07%,Low,Yes,2113704.67383194,7920.91987630271
205,06,059,074406,06059074406,744.06,Census Tract 744.06,G5020,S,1529728,0,+33.7481442,-117.8492851,6059074406,1529729,6059074406,-471838.689195898,199309.882622181,77,6059074406,92701,3693,55.00507929,92.53656077,0.04899293,57.77224642,11.91975155,74.06347231,0.418126906,85.96141879,0,0,4507.456706,91.23530883,4013.047723,98.725,409.3622548,46.48432621,89.14207428,96.09325772,49.75,95.78200821,0.3,2.108583762,0.77,80.6882859,0,0,5.1,75.94501718,62.82951219,7.671470959,93.988799,50.68,57.55234297,6.52,83.84654863,12.3,48.91575274,48.2,95.4188813,22.4,89.61970497,46.7,78.27889447,3,17.11348256,32.3,93.58681876,69.1208856,7.17008245,79.0595058,15.1367,79.8809,4.9824,91.3891,4.3867,0.7853,0,2.3829,0,1.0561,Orange ,Santa Ana,CalEnviroScreen 4.0 Top 25%,4065,"$58,047",5,"$116,200","$138,300",75235,77.15%,Low,Yes,1529729.28026581,5654.39971668971
206,06,059,074502,06059074502,745.02,Census Tract 745.02,G5020,S,792510,0,+33.7284144,-117.8600160,6059074502,792508,6059074502,-474048.453604046,198364.987278136,85,6059074502,92707,5413,50.05088651,87.93494705,0.04899293,57.77224642,11.83383262,70.67828251,0.120035463,43.44741755,0,0,4555.180013,91.41035259,806.9271786,44.7875,409.3622548,46.48432621,77.62210911,87.08254568,42,94.12094065,39.5,85.77121036,3.03,96.16148246,0,0,2.5,59.17525773,59.15381533,7.222669102,89.80709396,54.88,62.76171486,5.33,60.57223505,11.8,44.52891326,54.2,98.0005062,15.2,77.85897956,45.3,76.62060302,5.1,45.78344612,29.7,90,66.80349735,6.929693968,75.60514372,15.0194,76.2054,8.7752,92.8875,2.4386,0,0,4.6739,0,0,Orange ,Santa Ana,CalEnviroScreen 4.0 Top 25%,4066,"$74,766",5,"$116,200","$138,300",75235,99.38%,Low,Yes,792507.786720276,3895.8401553952
207,06,059,075002,06059075002,750.02,Census Tract 750.02,G5020,S,1517055,0,+33.7480730,-117.8685376,6059075002,1517055,6059075002,-471886.877480732,197526.210059972,95,6059075002,92701,8236,51.89302801,89.90166415,0.04863521,56.96328563,11.90806137,73.49097698,0.31902141,78.31985065,0,0,3637.640055,87.49687422,799.4601024,44.2375,409.3622548,46.48432621,68.95689568,77.74417139,44.6,94.75550579,0,0,1.105,86.44606221,0,0,3.5,66.68957617,55.25415837,6.746521762,82.91225887,49.14,55.50847458,6.82,87.96510136,11.96,45.8000997,53.8,97.88661098,33,96.86019759,61.7,92.78894472,5.4,49.85684539,28.9,88.65652725,74.1505252,7.691819554,85.59001513,15.8572,72.8145,11.3283,87.3118,6.763,0.17,0,5.5002,0,0.255,Orange ,Santa Ana,CalEnviroScreen 4.0 Top 25%,4067,"$38,542",4,"$107,550","$128,050",75235,51.23%,Low,Yes,1517054.98288727,5638.40035520992
208,06,037,190100,06037190100,1901,Census Tract 1901,G5020,S,600603,0,+34.0994853,-118.3416948,6037190100,600606,6037190100,-433793.102998007,153001.346489833,1487,6037190100,90028,4453,43.05592697,79.58900656,0.05022962,62.5264468,11.92094307,74.12570006,0.276779529,73.8643435,0,0,1400.177002,71.41785446,1584.225836,79.775,787.9403354,92.53153491,45.20842324,44.61247637,7,50.31728257,39,85.50556201,0.385,59.78821972,0,0,0.75,25.72737686,56.32700909,6.877516621,84.99066584,49.78,56.23130608,5.33,60.57223505,11.53,42.48504487,5.8,25.05694761,10.1,62.24116931,40,69.15829146,13.7,95.28891202,27.7,86.28643853,60.35127356,6.260388646,66.09934443,1.9313,90.7703,7.2985,23.2203,50.3032,8.1743,0.4267,13.0923,0,4.7833,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,1512,"$53,778",2,"$75,700","$76,800",75235,71.48%,Low,Yes,600606.383422852,3355.73469597002
209,06,037,199120,06037199120,1991.20,Census Tract 1991.20,G5020,S,943133,18746,+34.0700703,-118.1996896,6037199120,961878,6037199120,-436823.949122835,166158.201906578,2134,6037199120,90031,4511,46.45310114,83.79979829,0.05022962,62.5264468,12.44209355,90.71561917,0.303958739,76.90105787,0,0,1766.078003,76.53163291,899.6802936,51.5,727.8847658,83.17721993,69.94246125,79.0800252,0,0,12.5,53.09646356,1.08,86.2078094,13,91.87316254,0,0,58.78116252,7.177168268,89.20970753,49.2,55.58325025,4.01,26.86682063,8.28,15.2666999,40,89.97722096,22.2,89.29489782,62.6,93.3919598,13.3,94.83342009,32.3,93.58681876,62.39456021,6.472343884,69.31417045,10.8402,74.3072,14.8526,73.9082,3.0149,2.1946,0,19.397,0,1.4853,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,1513,"$38,970",4,"$94,600","$96,000",75235,51.80%,Low,Yes,961877.726623535,5018.32010662396
210,06,037,199201,06037199201,1992.01,Census Tract 1992.01,G5020,S,395192,0,+34.0762204,-118.2119070,6037199201,395191,6037199201,-436155.845793589,165023.348960121,2178,6037199201,90031,3660,62.26028901,96.62128089,0.05022962,62.5264468,12.70430833,92.44555072,0.11357,41.40634723,0,0,1712.557984,75.95648912,946.9841038,54.8,806.2100211,94.16760335,83.6569774,92.41335854,16.15,76.85703621,11.3,50.27394986,0.27,45.73130377,14,93.36413272,1.75,43.94043528,63.48744017,7.751803834,94.64841319,59.14,68.20787637,7.97,96.2920195,9.64,26.58275174,39,89.21791951,37.6,98.24062796,66.6,95.84170854,13.7,95.28891202,24,77.21166033,77.42719077,8.031716274,89.51084216,11.9945,77.9781,10.0273,68.3333,1.6667,0,0,30,0,0,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,1514,"$34,277",3,"$85,150","$86,400",75235,45.56%,Low,Yes,395191.137802124,2723.59532757919
